userId,movieId,rating,timestamp
779,449,5.0,1311386458
988,383,3.0,1288869080
953,446,1.0,1318125076
473,459,3.5,1328281410
946,266,3.5,1293250110
151,287,3.0,1386431673
415,25,4.0,1368709410
990,185,3.0,1355240324
298,65,3.0,1368529556
611,427,3.5,1315163569
263,131,4.0,1244904942
764,311,5.0,1283924843
144,304,4.0,1316739055
346,321,3.0,1277490857
624,455,4.0,1391899583
572,235,3.0,1365843162
881,113,4.0,1248936098
2,371,3.5,1329318699
897,60,3.0,1378187001
304,14,4.0,1297718212
254,87,3.5,1323280329
652,496,4.0,1329341322
453,337,4.0,1358843393
37,14,3.5,1371164986
160,393,5.0,1332263218
9,341,3.5,1288846037
233,173,5.0,1304621871
99,2,3.0,1316458965
659,244,2.5,1342516956
816,160,4.0,1328917097
208,264,4.0,1311023019
131,292,4.0,1341812275
404,218,5.0,1347596702
152,421,0.5,1289434324
54,271,3.5,1281650721
120,34,3.0,1382295329
673,149,3.5,1257573920
920,471,5.0,1257829044
628,9,4.5,1301045616
587,40,3.0,1251333392
625,254,4.0,1375123786
968,26,4.0,1295472816
420,491,3.5,1348331996
422,406,3.0,1289378929
104,397,4.0,1301119184
852,25,3.5,1303208607
254,199,4.0,1246086985
227,371,4.5,1307866842
112,91,5.0,1262943237
510,399,3.5,1314252166
473,460,3.5,1359189567
99,45,4.5,1351137781
153,225,2.0,1348541612
861,277,4.5,1399732041
914,89,3.5,1306299681
896,296,3.5,1330228351
878,175,3.0,1268325053
338,342,2.0,1283217274
706,61,4.0,1393725070
822,270,5.0,1280391123
163,200,3.5,1292019689
720,344,3.0,1367977779
957,323,3.0,1363406299
681,76,2.0,1288330320
996,175,4.5,1363320403
161,470,4.0,1261100089
580,400,5.0,1338452290
801,327,4.5,1332948399
398,274,4.0,1380428820
277,429,3.5,1399044991
816,23,3.0,1320764610
916,26,3.0,1359340352
504,230,5.0,1267645647
896,194,3.0,1391225885
392,130,2.5,1282661512
135,150,3.5,1341796853
195,115,4.0,1336758077
401,166,2.5,1272537643
640,249,3.0,1353155824
33,170,3.0,1284326253
688,156,4.0,1375399437
460,63,3.5,1300131764
955,273,4.5,1386320336
883,243,2.0,1293186240
470,368,3.0,1352173565
375,466,3.0,1293439890
22,187,3.5,1319778715
750,115,3.5,1380720071
670,258,3.0,1278825770
38,355,4.5,1344753267
230,335,5.0,1314878074
365,207,4.5,1296289135
563,108,4.0,1319032376
438,372,4.0,1288636564
776,256,3.0,1358441984
283,109,5.0,1327707305
27,247,4.0,1374176092
226,226,5.0,1256197826
277,178,3.5,1317416856
798,143,3.5,1291615788
609,146,2.0,1351097420
284,77,3.0,1341413373
879,38,3.5,1295739728
960,392,3.5,1270411533
481,80,3.5,1310347737
453,148,5.0,1317814954
829,444,4.0,1286343247
816,282,4.5,1281494854
659,419,2.0,1382927724
516,121,4.0,1341641290
547,337,4.0,1394684781
192,154,2.5,1396055751
49,274,3.0,1248177729
512,172,3.5,1315785513
17,135,4.0,1362336388
172,236,5.0,1389889695
220,35,2.5,1256789972
158,12,3.0,1356608234
477,377,3.0,1282323446
46,239,4.5,1349960127
373,369,3.0,1272771981
518,300,5.0,1331014079
99,41,5.0,1289921661
892,54,2.0,1277282264
745,129,3.0,1305251443
37,281,3.5,1248702851
280,336,5.0,1323152027
349,249,2.0,1386477386
497,378,3.0,1395166073
302,271,4.0,1348704968
181,75,4.0,1398992407
607,357,3.0,1312591992
99,487,5.0,1297649269
700,387,3.0,1297286697
993,173,4.0,1374023274
116,376,4.0,1265674047
191,45,4.5,1246943152
253,435,3.0,1243826311
981,170,3.5,1389899382
928,423,3.5,1356483361
983,20,1.5,1322487270
161,245,4.0,1375541675
256,471,4.0,1340231858
323,207,4.5,1273327072
128,402,4.0,1254176542
18,116,4.0,1307362929
793,167,4.0,1298992872
735,355,4.0,1247399847
566,285,0.5,1256426273
570,276,3.5,1285959981
323,426,1.0,1327996786
872,335,3.5,1303663603
686,96,2.5,1306262466
792,12,0.5,1284103623
626,496,4.0,1335555557
288,312,4.0,1286651747
943,371,3.5,1296105035
854,268,2.0,1353795909
663,473,5.0,1356825491
962,53,2.5,1284305207
639,98,3.5,1389599665
155,264,3.0,1252102917
490,314,2.5,1349974115
386,280,4.0,1329634571
986,365,3.0,1310866552
785,61,3.0,1254069337
104,129,4.0,1328992423
929,89,3.5,1276589528
393,482,4.0,1378402194
811,78,3.0,1245542834
246,228,4.0,1393536843
176,70,4.0,1272694162
39,173,4.0,1394346439
477,393,3.0,1250429807
682,112,5.0,1317691326
759,385,4.0,1395240522
538,457,2.0,1332100294
867,152,5.0,1294104303
818,60,4.0,1393088151
921,231,4.0,1388920472
408,466,3.0,1388758136
525,432,3.5,1396278149
828,423,4.0,1356699009
506,274,5.0,1301320655
903,105,5.0,1326988508
825,348,5.0,1308569661
36,308,4.0,1245343523
685,258,2.0,1341107187
20,357,4.0,1301190545
321,233,3.0,1398040226
776,164,4.0,1394981206
512,304,3.0,1266333303
400,373,4.0,1306355538
654,344,4.0,1352075790
972,291,5.0,1398315744
883,198,4.5,1385866813
471,337,1.0,1347258399
143,94,2.5,1395187812
92,115,5.0,1370357172
354,72,4.0,1378722689
834,426,2.5,1396128022
800,458,4.0,1275926162
727,336,4.0,1343110233
959,294,4.5,1249600293
854,154,4.5,1277430270
51,287,4.0,1275221694
665,254,4.0,1327843099
698,180,4.0,1358399178
575,444,2.5,1248058762
190,8,4.0,1266410077
125,189,3.5,1336241455
150,35,5.0,1250083899
314,290,4.0,1279227731
570,138,3.0,1255723312
342,168,5.0,1364510628
305,108,3.0,1383429515
692,308,3.5,1361554329
682,140,1.5,1275572903
838,361,4.0,1293791639
783,155,4.0,1325969667
54,147,4.0,1317219941
444,313,3.0,1358960978
613,218,3.5,1283620784
993,54,3.5,1299592269
264,15,1.0,1262875086
53,223,2.5,1255982672
572,366,5.0,1350501724
620,421,4.5,1309109377
5,189,2.0,1267234032
103,402,5.0,1292940760
196,221,3.5,1303404255
774,300,4.0,1271915666
877,347,4.0,1325980499
992,358,4.0,1279577744
884,384,4.0,1379252868
350,340,2.0,1269957806
47,149,5.0,1242563659
867,285,4.0,1329963298
823,107,3.0,1395252812
936,271,3.0,1307629867
820,342,4.0,1327595428
656,343,4.0,1307441003
269,324,2.0,1286825681
370,251,5.0,1339980550
636,344,4.0,1380348093
106,64,5.0,1361565743
670,270,3.5,1331498222
659,165,2.0,1348350545
657,54,5.0,1344376607
120,315,4.5,1388042182
831,128,0.5,1247959999
787,187,4.0,1280099496
604,213,0.5,1336874799
58,311,3.0,1335158691
951,427,5.0,1327625282
346,180,4.0,1352891538
741,295,4.5,1319228385
474,333,4.0,1261245101
117,147,4.5,1246031841
830,184,3.5,1263268035
791,474,3.5,1259287935
127,164,4.0,1261198015
393,180,2.5,1333448363
908,300,4.0,1387364834
641,302,5.0,1395092183
58,97,2.5,1262887037
634,168,3.0,1373177328
513,336,5.0,1338164708
751,181,3.0,1371133176
802,441,5.0,1373621420
96,403,4.0,1257360075
638,485,4.5,1371653276
118,462,2.5,1242331905
560,300,4.5,1332652355
601,236,1.0,1265833474
488,94,3.5,1261094049
237,223,3.0,1303202543
885,404,4.0,1275345581
897,300,4.0,1390403917
272,427,3.0,1291025749
189,111,4.5,1330429163
999,263,4.0,1321102830
704,298,4.0,1279098664
447,62,4.0,1294498710
581,229,2.5,1276518816
790,239,4.0,1267482805
861,258,4.5,1287905493
247,214,1.0,1392996372
963,77,2.5,1325583110
76,46,4.0,1264052352
154,244,1.5,1370202022
656,38,3.0,1313601231
435,95,4.5,1311137310
997,385,2.0,1296743129
86,431,2.5,1387202116
697,363,2.0,1397249238
285,141,4.0,1372637330
974,60,3.0,1245211009
220,465,4.5,1245465337
69,448,4.0,1382683247
47,452,4.0,1297362086
94,55,3.0,1293669584
750,107,3.5,1332227390
958,287,3.0,1271994193
453,353,3.5,1244809054
204,398,4.0,1263368808
912,213,3.5,1248585249
218,86,2.0,1270070175
474,389,3.0,1359172965
432,375,5.0,1394235862
341,182,4.5,1317878620
551,181,4.5,1250618533
612,165,3.0,1329039381
289,96,2.0,1355274549
254,441,4.5,1287119403
734,3,4.0,1288382717
357,489,4.0,1326455196
23,205,4.0,1342166675
762,395,5.0,1341986618
522,242,2.0,1245740811
758,298,2.5,1299374201
837,183,4.0,1386956057
100,166,4.0,1399854129
802,152,4.0,1289302638
180,393,3.0,1339036207
223,397,4.0,1267168642
906,342,4.0,1350322063
762,402,1.0,1347984658
659,266,4.0,1340342327
442,495,3.5,1262403340
608,140,4.5,1308712750
769,244,4.0,1303511368
325,478,4.0,1379601567
516,303,5.0,1306019014
16,238,4.0,1367536073
792,211,3.0,1267444999
336,339,3.5,1342194320
759,117,4.0,1296033179
258,10,4.5,1392549427
497,385,3.0,1270803936
988,441,4.0,1381865270
896,500,4.0,1375478946
160,71,2.5,1350939719
475,119,2.5,1378650571
852,119,3.5,1307143955
664,395,3.5,1347244492
908,437,2.5,1364853845
690,127,2.0,1372369057
675,260,5.0,1367650463
380,228,3.0,1294239374
545,445,3.0,1339794338
929,469,3.5,1381873640
957,86,2.0,1297800227
691,266,2.5,1346101133
427,215,4.0,1279974712
613,389,4.0,1276761772
268,445,4.5,1352595052
835,240,5.0,1280166624
577,380,4.0,1344070290
417,332,3.0,1368697667
168,249,4.0,1378493504
842,414,4.0,1371938342
43,57,3.0,1327608269
556,417,4.0,1262154937
285,165,2.5,1376166045
397,338,3.0,1315575809
12,196,5.0,1250192157
607,475,4.0,1362432778
302,239,2.5,1398511509
898,279,4.0,1315076591
253,70,3.0,1292320530
499,263,1.0,1245104091
754,19,5.0,1368780208
35,238,3.5,1285109339
727,399,4.5,1361529021
849,373,5.0,1269744959
90,240,4.0,1354474226
776,342,2.0,1251060342
605,416,3.0,1249361727
922,335,3.0,1377636682
970,315,4.0,1290754944
602,70,3.5,1343616222
418,198,3.5,1322025096
115,262,4.0,1327783038
617,332,1.0,1324745883
903,194,2.5,1348447534
196,473,5.0,1399188206
826,132,4.5,1316003447
501,375,5.0,1307449966
626,70,3.0,1375108780
493,255,3.0,1354030084
75,185,2.0,1356483164
413,234,4.0,1293638294
376,445,4.5,1348317772
420,371,4.0,1307444578
729,440,4.0,1295268980
277,357,4.5,1264535624
761,230,2.0,1375335282
676,142,4.0,1297871906
394,111,5.0,1244019978
869,83,4.0,1371971113
457,243,4.0,1290207510
920,7,4.0,1348967793
192,438,4.5,1359847903
739,466,3.5,1320666622
689,442,5.0,1384158603
99,61,3.0,1330931994
548,364,2.0,1381293896
978,328,1.5,1335426098
999,412,2.0,1346833824
96,213,3.5,1270393599
664,183,4.0,1322461054
663,355,4.0,1385406327
190,239,4.0,1385147102
736,458,3.0,1328354226
37,53,5.0,1342727700
780,220,3.0,1287996647
369,83,4.5,1261008479
695,172,4.0,1293434313
525,483,3.0,1377275817
279,28,3.5,1283731144
217,302,4.5,1365613964
867,177,5.0,1246040590
873,379,3.0,1317949448
798,451,4.0,1334398966
273,487,2.0,1257484045
881,155,2.0,1254354366
62,249,3.5,1252597557
596,465,1.0,1379925194
880,207,5.0,1327544913
729,244,3.5,1283897296
342,490,3.0,1296997398
397,167,3.0,1285969030
699,214,3.0,1265683797
19,84,2.0,1307461284
177,27,4.0,1284010307
612,35,3.0,1252573526
396,303,3.0,1371830414
445,308,3.0,1261134170
233,69,3.0,1245810246
915,194,5.0,1294490143
76,297,3.5,1313094290
265,50,4.0,1380952980
455,45,4.5,1326658181
796,276,3.0,1373751818
718,120,4.0,1272199156
735,455,3.0,1311097228
384,292,4.0,1271990715
564,200,2.5,1258030061
851,91,4.0,1370524736
506,326,3.5,1305798091
367,152,2.0,1304350895
144,164,4.0,1391863335
885,133,4.0,1269101195
69,212,3.0,1268317080
99,404,5.0,1300853328
396,181,3.0,1393772938
25,256,3.0,1259031578
948,361,4.0,1243172302
891,424,3.0,1244721852
469,98,5.0,1381273289
484,359,4.0,1323766385
565,124,4.0,1324402103
151,178,2.0,1382763950
144,330,4.5,1324874412
569,451,4.0,1337412055
39,241,4.0,1345698985
109,226,2.0,1290597646
693,163,4.0,1324538110
42,320,4.0,1382504693
186,421,3.5,1371933204
935,301,4.5,1286323467
398,493,5.0,1366063815
223,294,3.0,1252054093
634,366,1.5,1293826089
133,471,4.5,1318996480
163,357,3.5,1276047592
215,341,1.5,1282659304
733,155,2.0,1310377942
235,248,3.0,1376236360
843,193,0.5,1364431592
658,73,3.5,1370390916
751,259,3.0,1333232467
588,315,1.0,1333421702
9,230,3.0,1383771585
74,100,4.0,1271379260
954,226,4.5,1313395594
492,30,0.5,1366949926
913,223,2.0,1325649981
253,222,5.0,1384436108
230,16,4.0,1334514605
519,285,4.0,1300227814
174,454,3.0,1379813139
653,206,4.0,1349432093
168,458,4.0,1264017608
170,216,3.0,1326494449
393,100,4.0,1368827838
946,24,4.0,1320917815
795,263,5.0,1352591610
634,433,0.5,1345205154
194,447,5.0,1301056771
517,101,5.0,1289770250
29,46,2.5,1348949062
165,240,3.0,1381560347
422,488,1.5,1381992681
339,304,3.0,1366991811
648,102,4.0,1315133852
496,153,3.0,1289885655
365,43,4.5,1331475996
833,55,5.0,1388953782
342,418,1.0,1280810291
500,321,4.0,1359070146
657,156,0.5,1266807279
511,297,4.0,1305807421
327,413,3.0,1252440305
217,416,4.5,1249659022
301,453,5.0,1323057385
132,34,3.5,1252302668
804,315,5.0,1275455623
70,238,5.0,1397051713
252,445,2.0,1251570083
415,180,3.0,1292618208
787,319,3.0,1314940350
445,154,3.0,1332774080
876,205,4.5,1243250706
182,268,3.0,1350437180
167,22,3.0,1307800106
91,457,2.0,1257061448
714,312,4.0,1382472989
858,6,2.0,1375255120
531,36,5.0,1319463702
39,126,4.5,1326032307
126,458,3.0,1326874222
451,229,0.5,1245736290
173,187,2.0,1360234405
653,59,3.0,1318145937
754,480,3.5,1298727786
220,68,4.0,1397841376
638,308,2.0,1392935588
58,120,4.0,1362605935
660,452,4.0,1332309046
476,333,4.0,1260151016
456,336,5.0,1353610934
829,363,5.0,1336002265
895,435,4.0,1295235427
361,498,4.0,1342935591
935,346,4.0,1257239184
1,353,4.0,1358249092
387,245,0.5,1258198039
973,68,5.0,1355165017
348,154,4.0,1263142521
190,329,3.5,1313202212
505,297,3.5,1267794407
191,203,3.0,1291811413
508,133,3.5,1330623771
369,437,4.0,1275031697
409,422,3.0,1391069809
824,116,4.5,1247493778
929,480,3.0,1263669477
934,93,5.0,1399564341
117,102,4.0,1303388417
134,360,4.5,1278871387
58,348,3.5,1307057937
556,437,3.0,1330587081
685,472,4.0,1243241751
672,440,3.0,1349532525
173,275,5.0,1263407286
829,118,4.0,1346233919
815,65,3.5,1311332948
149,69,2.5,1308428184
80,215,4.0,1309688652
886,309,4.0,1384933345
213,147,5.0,1329615987
203,66,4.0,1380755363
764,176,3.0,1266350209
229,66,3.0,1366689750
676,201,4.0,1271538618
227,18,2.0,1373222201
659,336,4.0,1349518953
532,295,2.0,1339807816
441,127,4.0,1306650142
402,201,5.0,1315140438
47,492,5.0,1242602452
233,51,4.5,1282183109
305,127,4.0,1312071162
526,151,5.0,1348315882
143,161,5.0,1269641766
415,188,2.5,1292472871
513,230,3.0,1307905934
373,443,5.0,1250606689
566,98,3.0,1353944629
886,410,3.0,1262795652
259,401,1.0,1322930482
656,181,5.0,1314670954
471,334,2.0,1359746204
953,205,4.0,1291237591
971,470,3.0,1280354426
12,427,1.0,1341408461
330,304,3.0,1261706295
736,82,4.0,1333648010
784,404,2.0,1274851829
968,478,4.5,1337321808
358,419,4.0,1264897865
972,33,1.5,1276062468
408,238,3.5,1318202815
668,81,4.5,1311913241
373,355,5.0,1313902830
8,460,4.0,1370748673
122,2,4.0,1282330476
348,418,5.0,1311945970
676,332,3.5,1364930172
90,90,4.0,1282543656
648,126,4.0,1288944341
698,416,4.0,1392021020
316,21,5.0,1252756298
178,5,4.5,1374629543
540,284,2.0,1392995636
732,343,5.0,1390187844
869,304,1.5,1283275205
41,352,4.0,1340325525
740,197,3.0,1281468048
704,254,4.5,1311677031
923,355,0.5,1397335525
502,250,3.0,1349209627
959,326,2.0,1374027040
145,83,4.0,1247760074
201,236,3.0,1264931307
929,168,5.0,1247425066
724,6,3.5,1290051913
461,142,4.0,1300577908
732,375,4.5,1260531706
752,125,5.0,1346100175
925,323,3.5,1395719385
909,395,4.0,1360784002
558,167,3.0,1354770156
547,169,3.0,1342872502
253,24,4.0,1348479893
390,171,3.5,1290591273
594,109,4.0,1382860134
883,210,3.0,1247386532
256,95,4.0,1303479830
709,202,5.0,1282524756
815,410,4.0,1340822942
921,285,4.0,1384213998
450,2,5.0,1259382481
10,286,2.5,1364518386
824,231,3.5,1296536193
798,254,2.5,1367107089
242,111,4.0,1282663056
251,74,4.0,1254533686
877,76,5.0,1373183907
5,212,4.5,1249663813
119,441,4.0,1277351155
801,118,4.5,1338610129
374,233,4.0,1279092150
65,187,4.0,1287849250
146,275,1.0,1296851446
224,310,1.0,1278775875
239,454,4.5,1371548058
177,376,3.0,1301129032
779,151,3.0,1246033060
853,211,3.5,1264652675
282,351,1.0,1298788221
63,289,5.0,1285641116
217,322,2.0,1243021860
854,207,5.0,1370208632
827,395,4.0,1390826203
795,90,5.0,1302410645
689,146,1.5,1299276576
461,65,3.5,1328460604
929,416,5.0,1256979046
610,388,4.0,1300653169
105,86,4.0,1296776958
99,292,4.0,1352360288
511,477,3.0,1269588758
385,484,4.0,1322203463
405,441,3.0,1392571481
823,370,3.0,1356673543
518,161,4.0,1302131256
476,231,1.0,1299409060
977,142,1.5,1395470372
709,432,0.5,1302518449
863,239,4.0,1278442031
645,293,1.0,1369911793
870,237,2.0,1306079978
771,133,4.0,1343068886
437,306,3.5,1296268311
23,189,3.0,1279963980
997,214,3.0,1380634080
565,325,5.0,1270173594
677,357,2.0,1373957301
714,422,5.0,1391791308
458,430,3.0,1278303358
83,354,3.5,1363283538
145,143,5.0,1392690389
85,496,4.0,1305035819
78,293,3.0,1270410832
457,283,5.0,1254122005
878,112,4.5,1346805093
1,257,3.0,1272638315
51,413,4.0,1334809646
685,381,4.0,1372011716
717,200,4.0,1330855717
772,225,2.0,1388103355
446,391,4.0,1321611829
449,285,3.0,1339514664
881,159,3.0,1302967530
488,294,4.0,1354181739
800,8,3.0,1289192456
34,95,5.0,1270802172
348,165,3.5,1245688536
95,443,2.5,1298738642
72,207,1.5,1396054644
551,182,4.5,1395289145
154,500,4.5,1321732496
250,442,2.0,1380922958
674,96,4.0,1295596776
438,282,4.0,1264020279
118,432,5.0,1366505943
771,113,1.0,1273813722
891,267,3.0,1266160507
306,23,2.0,1319922658
268,418,3.5,1270304024
961,289,3.0,1349960874
